Job Offer Title,Domain Knowledge,Countries,Area of Expertise,Company,Subjects,Researcher Profile,Hours/Week
Data Analyst , Social Media Analytics , Belgium,Data Visualization,"Engineering ,Juridical sciences",Web Scraping and Data Collection,"Research Fellow, Humanising Machine Intelligence Project;""First Stage Researcher (R1) ",43
Data Analyst , Machine Learning , Belgium,Big Data Analytics,"IGFL, ENS de Lyon",Bayesian Methods,Postdoctoral Fellow (single cell transcriptomics in liver disease);"First Stage Researcher (R1) ,33
Data Analyst , Data Visualization , Portugal,Predictive Modeling,Natural Resources Institute Finland (Luke),A/B Testing and Experimentation,Research Professor in Agricultural Genomics;"Leading Researcher (R4)";"Natural Resources Institute Finland (Luke)";"Agricultural sciences ,48
Data Analyst , Healthcare Analytics , Germany,Natural Language Processing,Centre For Genomic Regulation,"Cloud Computing Platforms (AWS, Azure, GCP)",Bioinformatician at The Epigenetic Face of Cancer Metabolism;"Recognised Researcher (R2) ,37
Data Analyst , Energy Analytics , Poland,Data Warehousing,Technology,Data Engineering,"56672: Physicist, Remote Sensing Scientist or similar (f/m/x) - Methods for the retrieval of trace...;""First Stage Researcher (R1) ",34
Data Analyst , Time Series Analysis , Norway,Quantitative Analysis,Austria,Geospatial Analysis,"Fully-funded PhD positions in Biology, Neuroscience, Mathematics, Computer Science, Physics,... (# of pos: 60);""First Stage Researcher (R1)"";""IST Austria"";""Biological sciences ",41
Data Scientist , Financial Analytics , Sweden,Business Intelligence,INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION,"Dashboard Development (Tableau, Power BI)",One Postdoctoral Contract LSPE-STRIP 2021 (PS-2021-094);"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,31
Data Analyst , Machine Learning , Portugal,Deep Learning,Tyndall National Institute,NoSQL Databases,ST-14 Researcher? Data Analytics and Machine Learning for Wearable Systems;"First Stage Researcher (R1) ,47
Data Scientist , Forecasting , Germany,Data Engineering,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute,Version Control (Git),Postdoctoral Researcher (f/div/m) in Computational Biology;"Recognised Researcher (R2)";"Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute";"Biological sciences,39
Data Scientist , Data Engineering , France,Time Series Analysis,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute,Feature Selection Techniques,Doctoral Researcher (f/div/m) in Computational Biology;"First Stage Researcher (R1)";"Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute";"Biological sciences,35
Data Analyst , Feature Engineering , Finland,Feature Engineering,Technische Universität Darmstadt,Data Ethics and Privacy,Postdoc position (Research Associate);"Recognised Researcher (R2)";"Technische Universität Darmstadt";"Biological sciences,41
Data Scientist , Forecasting , Austria,Experimental Design,Human Technopole,Data Governance,Early Career Fellowship Programme 2021;"First Stage Researcher (R1) ,45
Data Scientist , Big Data , Ireland,Data Preprocessing,Francis Crick Institute,Robotics Process Automation (RPA),Fly Facility Technician;"First Stage Researcher (R1) ,34
Data Scientist , Financial Analytics , Greece,Data Cleaning,Jülich Research Centre (FZJ),Graph Databases,Master Thesis: Methods and Tools for Parallel Energy System Simulation;"First Stage Researcher (R1) ,47
Data Scientist , Spatial Analysis , Spain,Pattern Recognition,Delft University of Technology (TU Delft),Distributed Computing,PhD or Postdoc: multimodal machine learning for molecular maps of human tissue;"First Stage Researcher (R1)";"Delft University of Technology (TU Delft)";"Technology";"40.0";"Netherlands";"Delft";"https://www.academictransfer.com/304230/phd-or-postdoc-multimodal-machine-learning-for-molecular-maps-of-human-tissue/apply/#apply";"https://euraxess.ec.europa.eu/jobs/682393",32
Data Analyst , Text Mining , Italy,Neural Networks,Centre For Genomic Regulation,Reinforcement Learning,Postdoctoral fellow at the Structural Genomics Group of CNAG-CRG;"Recognised Researcher (R2) ,46
Data Scientist , Environmental Analytics , Greece,Information Retrieval,Radboud University Medical Center (Radboudumc),Quantum Computing (Emerging),PhD Candidate ?Dietary prevention of vascular calcification?;"First Stage Researcher (R1)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/305719/phd-candidate-dietary-prevention-of-vascular-calcification/apply/#apply";"https://euraxess.ec.europa.eu/jobs/701019",33
Data Analyst , Big Data , Switzerland,A/B Testing,UK Dementia Research Institute,DevOps Practices for Data Science,PhD studentship (Cardiff);"First Stage Researcher (R1)";"UK Dementia Research Institute";"Neurosciences";"35";"United Kingdom";"Cardiff";"https://www.findaphd.com/phds/project/gw4-biomed2-mrc-dtp-studentship-epigenetic-regulation-of-microglial-gene-expression-in-alzheimer-s-disease/?p135908=";"https://euraxess.ec.europa.eu/jobs/700763",42
Data Analyst , Deep Learning , Belgium,Text Mining,Deutsches Elektronen-Synchrotron DESY,Cybersecurity in Data Analytics,Controls Software Engineer for PETRA IV fast feedback-systems;"Recognised Researcher (R2) ,35
Data Analyst , Energy Analytics , Poland,Database Management,"Biological sciences ,Chemistry ,Medical sciences",Communication Skills,"Research Fellow, School of Pharmacy;""First Stage Researcher (R1) ",46
Data Scientist , Genomic Data Analysis , Denmark,Regression Analysis,Luxembourg Institute of Science and Technology (LIST),Problem-Solving Skills,M-2052 - POST-DOCTORAL POSITION IN SECONDARY ION MASS SPECTROMETER DEVELOPMENT;"First Stage Researcher (R1)";"Luxembourg Institute of Science and Technology (LIST)";"Physics,38
Data Scientist , Data Engineering , Switzerland,Optimization Techniques,University of Bayreuth,Critical Thinking,PhD and Postdoc positions (m/f/d) available as part of the ERC Consolidator Project UniTED (# of pos: 2);"First Stage Researcher (R1) ,45
Data Scientist , Time Series Analysis , Austria,Cluster Analysis,University of Birmingham - HR Department,Adaptability and Learning Agility,Assistant Professor in Mathematics;"Established Researcher (R3) ,38
Data Analyst , Feature Engineering , Denmark,Data Architecture,Wageningen University & Research,Collaboration and Teamwork,PhD Pickfood;"First Stage Researcher (R1)";"Wageningen University & Research";"Physics";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305716/phd-pickfood/apply/#apply";"https://euraxess.ec.europa.eu/jobs/700600",45
Data Scientist , Deep Learning , Ireland,Decision Trees,European Synchrotron Radiation Facility,Presentation Skills,Postdoctoral Fellow for the time-resolved beamline ID09 M / F;"Recognised Researcher (R2) ,34
Data Analyst , Quantitative Analysis , Portugal,Random Forests,University of Luxembourg,Storytelling with Data,Full-stack Scientific Python developer;"First Stage Researcher (R1) ,47
Data Scientist , Forecasting , Spain,Dimensionality Reduction,University of Luxembourg,Attention to Detail,Research Scientist in Wireless/Satellite/Quantum Communication Systems;"Established Researcher (R3) ,30
Data Scientist , Web Analytics , Sweden,Anomaly Detection,Institute of Cosmos Sciences of University of Barcelona,Decision-Making Skills,PhD grant on " Beyond the Standard Model: New Particle and Dark Matter";"First Stage Researcher (R1)";"Institute of Cosmos Sciences of University of Barcelona";"Physics,47
Data Analyst , Deep Learning , Denmark,Model Evaluation,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Business Understanding in Data Analysis,Specialist Computational Biology (f/m/x);"First Stage Researcher (R1) ,40
Data Scientist , AI Ethics , Switzerland,Data Governance,University of Antwerp,Healthcare Analytics,Project Manager Applied Artificial Intelligence for Mobility and Logistics;"Recognised Researcher (R2)";"University of Antwerp";"Computer science,43
Data Scientist , Sports Analytics , Portugal,"ETL (Extract, Transform, Load)",Cherenkov Telescope Array Observatory gGmbH (CTAO gGmbH),Financial Analysis,Director General of the Cherenkov Telescope Array Observatory a future European Research...;"First Stage Researcher (R1) ,41
Data Scientist , Behavioral Analytics , Italy,Hypothesis Testing,Instituto Gulbenkian de Ciência,Marketing Analytics,Call for a Research Fellowship;"First Stage Researcher (R1)";"Instituto Gulbenkian de Ciência";"Biological sciences,37
Data Analyst , Machine Learning , Germany,Web Scraping,Lunds universitet,E-commerce Analytics,Post-doctoral position in Coherent Lidar Ecological Entomology;"Recognised Researcher (R2)";"Lunds universitet";"Physics";"";"Sweden";"Lund";"https://lu.varbi.com/en/what:job/jobID:375578/type:job/where:39/apply:1";"https://euraxess.ec.europa.eu/jobs/699576",38
Data Scientist , Marketing Analytics , Norway,Cloud Computing,Helmholtz-Zentrum Geesthacht - Centre for Materials and Coastal Research (HZG),Telecommunications Analytics,Postdoc Cascading and compounding hazards in coastal urban areas;"First Stage Researcher (R1) ,34
Data Scientist , Data Engineering , Belgium,Data Ethics,Helmholtz-Zentrum Hereon,Supply Chain Analytics,Postdoc Cascading and compounding hazards in coastal urban areas;"Recognised Researcher (R2) ,45
Data Scientist , Spatial Analysis , Norway,Causal Inference,University of Luxembourg,Energy Sector Analytics,Scientific Full-Stack Java Developer;"First Stage Researcher (R1)";"University of Luxembourg";"Computer science";"40";"Luxembourg";"Belval";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=P4CFK026203F3VBQB7V7VV4AO-99659";"https://euraxess.ec.europa.eu/jobs/693032",32
Data Analyst , Data Engineering , Germany,Ensemble Learning,IMEC,Data Governance,PhD positions at imec (# of pos: 117);"First Stage Researcher (R1)";"IMEC";"Engineering ,49
Data Analyst , Marketing Analytics , Sweden,Recommendation Systems,Universitaet Innsbruck,Statistics and Probability,Tenure-Track Position in COMPUTER SCIENCE WITH A FOCUS ON HUMAN-COMUTER-INTERACTION;"Recognised Researcher (R2)";"Universitaet Innsbruck";"Computer science";"40";"Austria";"Innsbruck";"mailto:fss-technik@uibk.ac.at";"https://euraxess.ec.europa.eu/jobs/699605",40
Data Analyst , Energy Analytics , Italy,Geospatial Analysis,Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC,Machine Learning Algorithms,Head of Laser Lab Operations (# of pos: 2);"First Stage Researcher (R1) ,33
Data Scientist , Data Mining , Denmark,Survival Analysis,Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC.,Data Visualization Techniques,Laser Lab ? Scientific Operations Head (# of pos: 2);"Recognised Researcher (R2) ,31
Data Scientist , Public Policy Analytics , Greece,Data Storytelling,,"Programming Languages (Python, R, SQL)","Assistant Professor (Juniorprofessor, W1) for ?Experimental Semiconductor Physics? (with tenure...;""First Stage Researcher (R1)"";""Technische Universität Chemnitz"";""Physics"";""40"";""Germany"";""Chemnitz"";""mailto:naturwissenschaften@tu-chemnitz.de"";""https://euraxess.ec.europa.eu/jobs/683374""",30
Data Scientist , Quantitative Analysis , Greece,Feature Selection,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,"Big Data Technologies (Hadoop, Spark)",Postdoc in optoacoustic super-resolution microscopy (f/m/x);"Recognised Researcher (R2) ,32
Data Analyst , Sports Analytics , Italy,Data Privacy,University of Aalborg (AAU),Data Mining and Cleaning,Postdoc in Mathematical Modeling and Formal Methods;"First Stage Researcher (R1) ,36
Data Scientist , Data Engineering , United Kingdom,Time Complexity Analysis,NavInfo Europe,Time Series Analysis,AI Product Manager;"First Stage Researcher (R1)";"NavInfo Europe";"Computer science,45
Data Analyst , Web Analytics , Netherlands,Blockchain Analytics,University of Luxembourg,Natural Language Processing (NLP),Research and Development specialist for Translational Medicine (50 %);"First Stage Researcher (R1)";"University of Luxembourg";"Biological sciences ,47
Data Analyst , Genomic Data Analysis , Italy,Bayesian Methods,Technology,Predictive Modeling,"60962: Computational Engineer, Mechanical Engineer, Physicist or similar (f/m/x) - Numerical...;""First Stage Researcher (R1) ",32
Data Scientist , Genomic Data Analysis , Italy,SVM (Support Vector Machines),Alfred Wegener Institute - Helmholtz Centre for Polar and Marine Research (AWI),Feature Engineering,Scientific Employee (m/f/d) "Hydroacoustic techniques and sediment dynamics of coastal seafloor...;"First Stage Researcher (R1) ,49
Data Scientist , Marketing Analytics , Poland,Graph Analytics,Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC.,Deep Learning,Laboratory Associate;"First Stage Researcher (R1)";"Center for Molecular Fingerprinting (CMF) Research Nonprofit LLC.";"Medical sciences,35
Data Scientist , AI Ethics , Portugal,Pattern Mining,Molecule GmbH,Data Warehousing,Search and Evaluation Director (# of pos: 3);"First Stage Researcher (R1) ,42
Data Scientist , Financial Analytics , France,Ethical AI,Italian Institute for Genomic Medicine (IIGM),Statistical Modeling,Computational Biologist;"Recognised Researcher (R2)";"Italian Institute for Genomic Medicine (IIGM)";"Biological sciences,35
Data Analyst , Natural Language Processing , Sweden,Clustering Algorithms,BNU-HKBU UNITED INTERNATIONAL COLLEGE,Exploratory Data Analysis (EDA),Chair Professor/Professor/Associate/Assistant Professor in Artificial Intelligence & Future Networks;"First Stage Researcher (R1) ,44
Data Scientist , AI Ethics , Denmark,Econometrics,University of Warsaw,Web Scraping and Data Collection,Engineering and technical employee in FET-Open H2020 project ?TopoLight?;"First Stage Researcher (R1)";"University of Warsaw";"Physics,37
Data Analyst , Fraud Detection , Portugal,K-Nearest Neighbors,Centre For Genomic Regulation,Bayesian Methods,Clinical Genomics Manager;"Recognised Researcher (R2) ,38
Data Analyst , Fraud Detection , Netherlands,Markov Models,Centre For Genomic Regulation,A/B Testing and Experimentation,Postdoctoral Researcher in the group 'Evolutionary Processes Modeling?;"Established Researcher (R3) ,39
Data Analyst , Data Engineering , France,Data Fusion,The Cyprus Institute,"Cloud Computing Platforms (AWS, Azure, GCP)",Research Assistant (# of pos: 6);"First Stage Researcher (R1)";"The Cyprus Institute";"Other";"";"Cyprus";"Nicosia";"https://onlinerecruitment.exelsyslive.com/?c=6E7274A2-8EBA-4BEA-905B-06F790EEB566&v=2021/0008";"https://euraxess.ec.europa.eu/jobs/704114",48
Data Scientist , Sports Analytics , Norway,Data Interpretation,University of Warsaw,Data Engineering,Independent engineering and technical employee in FET-Open H2020 project ?TopoLight?;"First Stage Researcher (R1)";"University of Warsaw";"Physics,35
Data Scientist , R&D Analytics , Switzerland,Network Analysis,Rectorate,Geospatial Analysis,Tenure Track;"Established Researcher (R3)";"Rectorate";"Mathematics,50
Data Scientist , Environmental Analytics , Switzerland,Data Structures,Biological sciences,"Dashboard Development (Tableau, Power BI)","Postdoc in chromatin regulation, recombination and genome stability in the mammalian germline (f/m/...;""First Stage Researcher (R1) ",44
Data Analyst , Network Analysis , United Kingdom,Sentiment Analysis,IRB Barcelona,NoSQL Databases,Postdoctoral Fellow Targeted Protein Degradation & Drug Discovery Lab (ref. PD/21/26);"Recognised Researcher (R2)";"IRB Barcelona";"Biological sciences,34
Data Scientist , Behavioral Analytics , Norway,Reinforcement Learning,Fundación IMDEA Materiales,Version Control (Git),Research Assistant (PhD student) in data-driven experimental materials design (MH_RA01);"First Stage Researcher (R1)";"Fundación IMDEA Materiales";"Chemistry,34
Data Analyst , Customer Analytics , Netherlands,Logistic Regression,Universitat Pompeu Fabra,Feature Selection Techniques,Postdoctoral position on deep learning applied to molecular simulations at the Computational...;"Recognised Researcher (R2)";"Universitat Pompeu Fabra";"Computer science";"37,32
Data Scientist , Human Resource Analytics , Spain,Association Rule Mining,Radboud University,Data Ethics and Privacy,Assistant Professor of International and European Law;"Established Researcher (R3) ,32
Data Scientist , Energy Analytics , Denmark,Data Validation,Medizinische Universität Wien (Medical University of Vienna),Data Governance,Position as Assistant Professor in Developmental Neurobiology at the Medical University of Vienna;"Leading Researcher (R4)";"Medizinische Universität Wien (Medical University of Vienna)";"Medical sciences,40
Data Analyst , Spatial Analysis , Portugal,Unsupervised Learning,IRB Barcelona,Robotics Process Automation (RPA),Postdoctoral Fellow in the Targeted Protein Degradation & Drug Discovery Lab (ref. PD/21/25);"Recognised Researcher (R2)";"IRB Barcelona";"Chemistry,38
Data Analyst , Time Series Analysis , Finland,Supervised Learning,University of Luxembourg,Graph Databases,Research Scientist in Logistics and Supply Chain Management;"Recognised Researcher (R2)";"University of Luxembourg";"Economics ,48
Data Scientist , Data Visualization , Belgium,Data Storytelling,European Molecular Biology Laboratory (EMBL),Distributed Computing,ARISE Fellowships for technology developers;"First Stage Researcher (R1) ,36
Data Analyst , Network Analysis , Switzerland,Python Programming,University of Gothenburg,Reinforcement Learning,Doctoral student in Medical Science - Environmental risk factors for IBD;"First Stage Researcher (R1)";"University of Gothenburg";"Medical sciences,37
Data Analyst , Text Mining , Greece,R Programming,"Engineering ,Medical sciences ,Philosophy",Quantum Computing (Emerging),"Postdoctoral Research Scientist in Neuromodulation and Soft-Tissue Analysis, Centre for Research in...;""First Stage Researcher (R1) ",41
Data Scientist , Network Analysis , Sweden,SQL,CNRS,DevOps Practices for Data Science,Post doctoral position in gravitational wave astronomy (f/m);"Recognised Researcher (R2)";"CNRS";"Physics";"35";"France";"PARIS 13";"https://emploi.cnrs.fr/Candidat/Offre/UMR7164-STABAB-002/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/700573",43
Data Analyst , Fraud Detection , Denmark,NoSQL Databases,Engineering,Cybersecurity in Data Analytics,"Postdoctoral Research Scientist in Neuromodulation and Soft-Tissue Analysis, Centre for Research in...;""Established Researcher (R3) ",33
Data Analyst , Data Engineering , Sweden,Apache Spark,AIT Austrian Institute of Technology GmbH,Communication Skills,PhD Thesis ?Enhanced flexibility and robustness of autonomous systems through human - machine...;"First Stage Researcher (R1)";"AIT Austrian Institute of Technology GmbH";"Computer science,46
Data Analyst , Financial Analytics , Spain,Tableau,University of Wroclaw,Problem-Solving Skills,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Physics,47
Data Analyst , Information Retrieval , Belgium,Matplotlib,KINGS COLLEGE LONDON,Critical Thinking,Public and Patient Engagement Coordinator;"First Stage Researcher (R1) ,47
Data Scientist , Environmental Analytics , Finland,Pandas,University of Amsterdam (UvA),Adaptability and Learning Agility,Postdoc in Modelling Arctic Bird Areas;"Recognised Researcher (R2)";"University of Amsterdam (UvA)";"Physics";"38.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/305936/postdoc-in-modelling-arctic-bird-areas/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703904",40
Data Scientist , Human Resource Analytics , Greece,NumPy,Flanders Institute for Biotechnology (VIB),Collaboration and Teamwork,Postdoc position in the Rosa Rademakers lab;"First Stage Researcher (R1) ,35
Data Scientist , Statistical Analysis , Portugal,Scikit-learn,UNIVERSITY OF SYDNEY,Presentation Skills,Research Assistant;"First Stage Researcher (R1) ,49
Data Scientist , Behavioral Analytics , Switzerland,TensorFlow,Leibniz Institute for New Materials (INM),Storytelling with Data,Scientific Director and Head of Department - Professor (W3) for New Materials (f/m/x);"First Stage Researcher (R1) ,47
Data Analyst , Risk Analysis , France,PyTorch,Saarland University,Attention to Detail,Professor (W3) for New Materials (f/m/x);"Leading Researcher (R4)";"Saarland University";"Engineering,43
Data Analyst , Healthcare Analytics , Austria,Jupyter Notebooks,Genomics England,Decision-Making Skills,Scientific Manager;"First Stage Researcher (R1) ,36
Data Analyst , Network Analysis , Italy,Dask,Technische Universität Dresden (TU Dresden),Business Understanding in Data Analysis,Research Associate (m/f/x);"First Stage Researcher (R1) ,45
Data Scientist , Supply Chain Analytics , Switzerland,Kafka,Merck KGaA,Healthcare Analytics,Innovation Cup 2022 ? Great minds come together;"First Stage Researcher (R1) ,36
Data Analyst , Predictive Analytics , Belgium,Hadoop,Merck KGaA,Financial Analysis,Innovation Cup 2022 ? Great minds come together;"First Stage Researcher (R1) ,44
Data Analyst , Information Retrieval , Spain,Data Lakes,CERN - European Organization for Nuclear Research,Marketing Analytics,Applied Superconductivity Scientist (TE-MSC-SCD-2020-93-LD);"First Stage Researcher (R1)";"CERN - European Organization for Nuclear Research";"Other";"40";"Switzerland";"Meyrin";"https://jobs.smartrecruiters.com/CERN/743999778060288-applied-superconductivity-scientist-te-msc-scd-2020-93-ld-";"https://euraxess.ec.europa.eu/jobs/694578",32
Data Scientist , Risk Analysis , Portugal,Data Science Ethics,"Chemistry ,Physics",E-commerce Analytics,"60727: Physicist, Computer Scientist or similar, Postdoc (f/m/x) - Development of a machine...;""First Stage Researcher (R1) ",42
Data Analyst , Sports Analytics , Greece,Exploratory Data Analysis,"Engineering ,Technology",Telecommunications Analytics,"60727: Physicist, Computer Scientist or similar, Postdoc (f/m/x) - Development of a machine...;""Recognised Researcher (R2) ",36
Data Scientist , Network Analysis , Switzerland,Git Version Control,"BIOMEDICAL RESEARCH FOUNDATION, ACADEMY OF ATHENS",Supply Chain Analytics,14 ESR Positions in Marie Sklodowska Curie ITN ?Allostery in Drug Discovery ALLODD ITN? (# of pos: 13);"First Stage Researcher (R1)";"BIOMEDICAL RESEARCH FOUNDATION,36
Data Scientist , Text Mining , Ireland,Data Munging,University of Luxembourg,Energy Sector Analytics,Scientific-full-stack Java software developer;"First Stage Researcher (R1) ,44
Data Analyst , Risk Analysis , Denmark,Feature Extraction,"International PhD Programme ?Gene Regulation, Epigenetics &amp; Genome Stability?",Data Governance,2 PhD positions (Epigenetics... (# of pos: 2);"First Stage Researcher (R1)";"International PhD Programme ?Gene Regulation,48
Data Analyst , Information Retrieval , Norway,Deep Reinforcement Learning,KINGS COLLEGE LONDON,Statistics and Probability,Superintendent MRI Research Radiographer;"First Stage Researcher (R1) ,44
Data Analyst , Spatial Analysis , Finland,Machine Learning,Aarhus University (AU),Machine Learning Algorithms,Postdoc positions in Machine Learning for Physics at Aarhus University;"First Stage Researcher (R1) ,44
Data Analyst , Big Data , France,Statistical Analysis,University Medical Center Utrecht (UMC Utrecht),Data Visualization Techniques,Postdoc fellow in antibody biology & microbiology;"Recognised Researcher (R2)";"University Medical Center Utrecht (UMC Utrecht)";"Medical sciences";"36.0";"Netherlands";"Utrecht";"https://www.academictransfer.com/305655/postdoc-fellow-in-antibody-biology-microbiology/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699969",36
Data Analyst , Image Processing , Portugal,Data Mining,Institute of Chemical Research of Catalonia ICIQ,"Programming Languages (Python, R, SQL)",Postdoctoral Researcher (Ref Postdoc 2021-28 PB);"Recognised Researcher (R2)";"Institute of Chemical Research of Catalonia ICIQ";"Chemistry,47
Data Scientist , Predictive Analytics , Italy,Data Visualization,"Biological sciences, Biology","Big Data Technologies (Hadoop, Spark)","2 Postdoc positions in human cancer immunology, Humanitas, Milan, Italy (# of pos: 2);""First Stage Researcher (R1) ",33
Data Analyst , Predictive Analytics , Belgium,Big Data Analytics,KINGS COLLEGE LONDON,Data Mining and Cleaning,Research Associate - Mechanisms of Neurodegeneration;"First Stage Researcher (R1) ,45
Data Analyst , Behavioral Analytics , Norway,Predictive Modeling,Fyzikální ústav AV CR,Time Series Analysis,Postdoctoral Fellow - Theoretical Physicist (IV-103);"Recognised Researcher (R2)";"Fyzikální ústav AV CR";"Physics,49
Data Analyst , Financial Analytics , Italy,Natural Language Processing,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Natural Language Processing (NLP),Postdoc - Bioinformatician (f/m/x);"First Stage Researcher (R1) ,36
Data Analyst , Big Data , Denmark,Data Warehousing,Flanders Institute for Biotechnology (VIB),Predictive Modeling,Postdoc position to study neural circuits of visual tracking;"First Stage Researcher (R1) ,50
Data Analyst , Human Resource Analytics , United Kingdom,Quantitative Analysis,MASARYK UNIVERSITY,Feature Engineering,Scientific Software Developer;"First Stage Researcher (R1) ,35
Data Scientist , Social Media Analytics , Austria,Business Intelligence,University of Luxembourg,Deep Learning,Postdoctoral Position: Atomistic Modeling of Terahertz Spectroscopy;"First Stage Researcher (R1) ,46
Data Scientist , Marketing Analytics , Greece,Deep Learning,University of Luxembourg,Data Warehousing,Research and Development specialist for Translational Medicine (50 %);"First Stage Researcher (R1) ,31
Data Analyst , Econometrics , Norway,Data Engineering,National Centre for Nuclear Research,Statistical Modeling,Postdoc - Novel Radiopharmaceuticals for Medical Applications (# of pos: 2);"Recognised Researcher (R2)";"National Centre for Nuclear Research";"Chemistry";"40";"Poland";"Otwock";"mailto:magdalena.jedrkiewicz@ncbj.gov.pl";"https://euraxess.ec.europa.eu/jobs/700759",43
Data Scientist , Risk Analysis , Belgium,Time Series Analysis,National Centre for Nuclear Research,Exploratory Data Analysis (EDA),PhD candidates - Novel Radiopharmaceuticals for Medical Applications (# of pos: 2);"First Stage Researcher (R1)";"National Centre for Nuclear Research";"Chemistry";"40";"Poland";"Otwock";"mailto:magdalena.jedrkiewicz@ncbj.gov.pl";"https://euraxess.ec.europa.eu/jobs/700723",34
Data Analyst , Big Data , United Kingdom,Feature Engineering,National Centre for Nuclear Research,Web Scraping and Data Collection,Support Specialist in Corrosion;"First Stage Researcher (R1)";"National Centre for Nuclear Research";"Physics";"40";"Poland";"Otwock";"mailto:magdalena.jedrkiewicz@ncbj.gov.pl";"https://euraxess.ec.europa.eu/jobs/700720",38
Data Analyst , Human Resource Analytics , Germany,Experimental Design,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),Bayesian Methods,Scientist / Technical Manager - Establishment of a BSL2/ BSL3 laboratory for the analysis of...;"First Stage Researcher (R1) ,31
Data Scientist , R&D Analytics , Greece,Data Preprocessing,Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt,A/B Testing and Experimentation,Scientist / Technical Manager - Establishment of a BSL2/ BSL3 laboratory for the analysis of...;"Recognised Researcher (R2) ,46
Data Analyst , Statistical Analysis , Netherlands,Data Cleaning,Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU),"Cloud Computing Platforms (AWS, Azure, GCP)",Postdoc in optoacoustic super-resolution microscopy (f/m/x);"First Stage Researcher (R1) ,46
Data Scientist , Web Analytics , France,Pattern Recognition,Radboud University,Data Engineering,Postdoctoral Researcher in Mathematical Modelling in Economics;"Recognised Researcher (R2)";"Radboud University";"Cultural studies ,40
Data Scientist , Business Intelligence , Greece,Neural Networks,Jagiellonian University,Geospatial Analysis,UNIVERSITY PROFESSOR in the group of research employees;"Established Researcher (R3)";"Jagiellonian University";"Communication sciences";"40";"Poland";"Krakow";"mailto:aleksandra.olczak@uj.edu.pl";"https://euraxess.ec.europa.eu/jobs/698348",30
Data Scientist , Econometrics , Italy,Information Retrieval,IFREMER - Institut Français de Recherche pour l&amp;#039;Exploitation de la MER,"Dashboard Development (Tableau, Power BI)",Post doc in Microbiology (M/F);"First Stage Researcher (R1) ,42
Data Scientist , Business Intelligence , Ireland,A/B Testing,European Molecular Biology Laboratory (EMBL),NoSQL Databases,Research Technician;"First Stage Researcher (R1) ,42
Data Scientist , Data Mining , Denmark,Text Mining,Flanders Institute for Biotechnology (VIB),Version Control (Git),PhD position to study neural circuits of sensory selection;"First Stage Researcher (R1) ,30
Data Analyst , Supply Chain Analytics , Portugal,Database Management,Ghent University,Feature Selection Techniques,Postdoctoral Fellow (bioinformatics) in splicing dysregulation in cancer (20989) - Department of...;"Recognised Researcher (R2)";"Ghent University";"Biological sciences,36
Data Scientist , A/B Testing , Finland,Regression Analysis,German Electron Synchrotron (DESY),Data Ethics and Privacy,Controls Software Engineer for PETRA IV fast feedback-systems;"First Stage Researcher (R1) ,46
Data Scientist , Risk Analysis , Greece,Optimization Techniques,Flanders Institute for Biotechnology (VIB),Data Governance,Postdoctoral Researcher: synthetic ecology of the human gut microbiota;"First Stage Researcher (R1) ,49
Data Analyst , Statistical Analysis , Greece,Cluster Analysis,Université de Nantes - CHU de Nantes,Robotics Process Automation (RPA),Postdoctoral Position in Computational Biology and Digestive Disease Immunology;"First Stage Researcher (R1) ,44
Data Analyst , Business Intelligence , Germany,Data Architecture,University of East Anglia,Graph Databases,Climate change impacts on wildfire risk in seasonally dry forests (JONES_UENV22ARIES);"First Stage Researcher (R1)";"University of East Anglia";"Agricultural sciences ,37
Data Scientist , R&D Analytics , Switzerland,Decision Trees,Francis Crick Institute,Distributed Computing,Postdoctoral Training Fellow - Immune Cell Biology;"First Stage Researcher (R1) ,48
